Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Burlesque,PG-13,2010,39.44,"Drama,Music,Musical",119,6.4,76262.0,55.0,-28.290909090909093
Burn,R,2019,22.810000000000002,Thriller,88,5.7,48903.0,0.225,-100.0
Burn After Reading,R,2008,60.36,"Comedy,Crime,Drama",96,7.0,302020.0,37.0,63.13513513513514
Burn Your Maps,PG-13,2016,22.810000000000002,"Adventure,Comedy,Drama",102,6.6,48903.0,8.0,-100.0
Burnt,R,2015,13.65,"Comedy,Drama",101,6.6,103151.0,20.0,-31.75
But I'm a Cheerleader,R,1999,2.21,"Comedy,Drama,Romance",85,6.6,25328.0,1.2,84.16666666666667
Butterfly,R,2000,22.810000000000002,Documentary,79,7.2,76.0,0.25,-100.0
By the Sea,R,2015,0.53,"Drama,Romance",122,5.3,17967.0,20.0,-97.35
Ca$h,R,2010,22.810000000000002,"Crime,Thriller",108,6.0,48903.0,13.7,-100.0
Ca$h,R,2010,22.810000000000002,"Crime,Thriller",108,6.0,48903.0,7.0,-100.0
Cabin Fever,R,2002,21.16,"Drama,Horror",93,5.7,72780.0,1.5,1310.6666666666667
Cadillac Records,R,2008,8.2,"Biography,Drama,Music",109,7.0,19658.0,12.0,-31.66666666666667
Calendar Girls,PG-13,2003,31.04,"Comedy,Drama",108,6.9,22739.0,10.0,210.4
Call of the Wild,PG,2009,0.03,"Adventure,Drama,Family",88,5.3,693.0,82.0,-99.96341463414635
Camp X-Ray,R,2014,0.01,"Drama,War",117,6.9,38591.0,1.0,-99.0
Can You Ever Forgive Me?,R,2018,8.8,"Biography,Comedy,Crime",106,7.1,43908.0,10.0,-11.999999999999993
Can't Hardly Wait,PG-13,1998,25.34,"Comedy,Romance",100,6.5,44616.0,10.0,153.4
Cape Fear,R,1991,79.1,"Crime,Thriller",128,7.3,167258.0,35.0,125.99999999999997
Capitalism: A Love Story,R,2009,14.36,"Documentary,Crime,News",127,7.4,40688.0,20.0,-28.200000000000003
Capote,R,2005,28.75,"Biography,Crime,Drama",114,7.3,122757.0,7.0,310.7142857142857
Captain America: Civil War,PG-13,2016,408.08,"Action,Adventure,Sci-Fi",147,7.8,639656.0,250.0,63.231999999999985
Captain America: The First Avenger,PG-13,2011,176.65,"Action,Adventure,Sci-Fi",124,6.9,719699.0,140.0,26.178571428571434
Captain America: The Winter Soldier,PG-13,2014,259.77,"Action,Adventure,Sci-Fi",136,7.7,715246.0,170.0,52.80588235294117
Captain Corelli's Mandolin,R,2001,25.54,"Drama,Music,Romance",131,5.9,32427.0,57.0,-55.19298245614035
Captain Marvel,PG-13,2019,426.83,"Action,Adventure,Sci-Fi",123,6.9,417917.0,175.0,143.90285714285713
Captain Phillips,PG-13,2013,107.1,"Biography,Crime,Drama",134,7.8,409673.0,55.0,94.72727272727272
Captain Underpants: The First Epic Movie,PG,2017,73.92,"Animation,Action,Comedy",89,6.2,24155.0,38.0,94.52631578947368
Captive,R,2008,22.810000000000002,Thriller,45,7.7,48903.0,2.0,-100.0
Captive,PG-13,2015,2.56,"Action,Crime,Drama",97,5.4,6330.0,2.0,28.000000000000004
Captive State,PG-13,2019,5.96,"Action,Adventure,Drama",109,6.0,45451.0,25.0,-76.16
Cargo,R,2011,22.810000000000002,Drama,85,5.1,48903.0,4.2,-100.0
Carnage,R,2011,2.55,"Comedy,Drama",80,7.2,116892.0,25.0,-89.8
Carol,R,2015,12.71,"Drama,Romance",118,7.2,110727.0,11.8,7.711864406779662
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,130705.0,30.0,17.566666666666677
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,130705.0,1.8,1859.4444444444448
Cars,G,2006,244.08,"Animation,Comedy,Family",117,7.1,355493.0,70.0,248.6857142857143
Cars 2,G,2011,191.45,"Animation,Adventure,Comedy",106,6.1,153701.0,200.0,-4.275000000000006
Cars 3,G,2017,152.9,"Animation,Adventure,Comedy",102,6.7,70553.0,175.0,-12.628571428571425
Casa de mi Padre,R,2012,5.9,"Comedy,Western",84,5.5,19957.0,6.0,-1.6666666666666607
Case 39,R,2009,13.25,"Horror,Mystery,Thriller",109,6.2,76024.0,27.0,-50.92592592592593
Casino,R,1995,42.44,"Crime,Drama",178,8.2,448836.0,52.0,-18.384615384615387
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,567454.0,102.0,64.16666666666666
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,567454.0,12.0,1295.4166666666665
Casper,PG,1995,100.33,"Comedy,Family,Fantasy",100,6.1,116266.0,55.0,82.41818181818181
Cast Away,PG-13,2000,233.63,"Adventure,Drama,Romance",143,7.8,507142.0,85.0,174.85882352941175
Catch That Kid,PG,2004,16.7,"Action,Adventure,Comedy",91,5.2,9476.0,18.0,-7.222222222222226
Catch a Fire,PG-13,2006,4.29,"Biography,Drama,History",101,6.7,9903.0,14.0,-69.35714285714286
Cats & Dogs,PG,2001,93.39,"Action,Comedy,Family",87,5.1,55371.0,60.0,55.65
Cats & Dogs: The Revenge of Kitty Galore,PG,2010,43.59,"Action,Comedy,Family",82,4.3,13571.0,85.0,-48.71764705882352
Cats Don't Dance,G,1997,3.56,"Animation,Comedy,Family",75,6.9,6876.0,32.0,-88.875
Catwoman,PG-13,2011,22.810000000000002,"Animation,Short,Action",15,6.9,48903.0,100.0,-100.0
Cecil B. Demented,R,2000,1.28,"Comedy,Crime,Thriller",87,6.3,13332.0,10.0,-87.20000000000002
Cedar Rapids,R,2011,6.86,Comedy,87,6.2,35697.0,10.0,-31.399999999999995
Celebrity,R,1998,5.03,"Comedy,Drama",113,6.3,23730.0,12.0,-58.08333333333333
Cellular,PG-13,2004,32.0,"Action,Crime,Thriller",94,6.5,91499.0,45.0,-28.888888888888886
Center Stage,PG-13,2000,17.17,"Drama,Music,Romance",115,6.7,18585.0,18.0,-4.611111111111102
Central Intelligence,PG-13,2016,127.44,"Action,Comedy,Crime",107,6.3,153691.0,50.0,154.88
Centurion,R,2010,0.12,"Action,Drama,History",97,6.4,76646.0,15.0,-99.20000000000002
Chain Letter,R,2009,0.14,Horror,96,4.1,5020.0,3.0,-95.33333333333333
Chain Reaction,PG-13,1996,20.55,"Action,Drama,Sci-Fi",107,5.7,47077.0,55.0,-62.63636363636365
Chain of Command,R,1994,22.810000000000002,"Action,Thriller",97,4.2,48903.0,4.0,-100.0
Chain of Command,R,2000,22.810000000000002,"Action,Adventure,Thriller",96,4.6,48903.0,4.0,-100.0
Changeling,R,2008,35.74,"Biography,Crime,Drama",141,7.7,232310.0,55.0,-35.018181818181816
Changing Lanes,R,2002,66.82,"Drama,Thriller",98,6.4,65814.0,45.0,48.48888888888887
Chappie,R,2015,31.57,"Action,Crime,Drama",120,6.8,224930.0,49.0,-35.57142857142857
Charlie Bartlett,R,2007,3.95,"Comedy,Drama,Romance",97,7.0,62223.0,12.0,-67.08333333333334
Charlie St. Cloud,PG-13,2010,31.16,"Drama,Fantasy,Romance",99,6.4,57553.0,44.0,-29.18181818181818
Charlie Wilson's War,R,2007,66.66,"Biography,Comedy,Drama",102,7.0,108012.0,75.0,-11.120000000000005
Charlie and the Chocolate Factory,PG,2005,206.46,"Adventure,Comedy,Family",115,6.6,414233.0,150.0,37.64000000000001
Charlie's Angels,PG-13,2000,125.31,"Action,Adventure,Comedy",98,5.5,172784.0,90.0,39.233333333333334
Charlie's Angels,PG-13,2019,22.810000000000002,"Action,Adventure,Comedy",118,4.7,48903.0,90.0,-100.0
Charlie's Angels: Full Throttle,PG-13,2003,100.83,"Action,Adventure,Comedy",106,4.9,118769.0,120.0,-15.975
Charlotte's Web,G,2006,82.99,"Adventure,Comedy,Family",97,6.3,35946.0,82.5,0.5939393939393878
Charly,PG,2002,0.81,"Comedy,Drama,Romance",103,6.6,880.0,0.95,-14.736842105263149
Chasing Amy,R,1997,12.01,"Comedy,Drama,Romance",113,7.2,130348.0,0.25,4704.0
Chasing Liberty,PG-13,2004,12.19,"Comedy,Romance",111,6.1,35533.0,23.0,-47.0
Chasing Mavericks,PG,2012,6.0,"Biography,Drama,Sport",116,7.2,30216.0,20.0,-70.0
Chasing Papi,PG,2003,6.13,"Comedy,Romance",80,4.8,3879.0,9.0,-31.88888888888889
Cheaper by the Dozen,PG,2003,138.61,"Comedy,Family",98,5.9,91820.0,40.0,246.525
Cheaper by the Dozen 2,PG,2005,82.57,"Adventure,Comedy,Family",94,5.5,53372.0,60.0,37.61666666666665
Chernobyl Diaries,R,2012,18.12,"Horror,Mystery,Thriller",86,5.0,63000.0,1.0,1712.0
Chicago,PG-13,2002,170.69,"Comedy,Crime,Musical",113,7.1,211495.0,30.0,468.96666666666664
Chicago Overcoat,R,2009,22.810000000000002,"Action,Adventure,Crime",94,6.0,48903.0,3.0,-100.0
Chicken Little,G,2005,135.39,"Animation,Adventure,Comedy",81,5.7,83767.0,150.0,-9.740000000000009
Chicken Run,G,2000,106.83,"Animation,Adventure,Comedy",84,7.0,173197.0,42.0,154.35714285714286
Child 44,R,2015,1.21,"Crime,Drama,History",137,6.5,63854.0,50.0,-97.58
Child's Play,R,2019,29.21,"Horror,Sci-Fi",90,5.8,39957.0,9.0,224.55555555555557
Child's Play 2,R,1990,28.5,"Horror,Thriller",84,5.8,43571.0,13.0,119.23076923076923
Childless,R,2008,22.810000000000002,Drama,90,5.6,48903.0,1.0,-100.0
Children of Men,R,2006,35.55,"Drama,Sci-Fi,Thriller",109,7.9,453250.0,76.0,-53.22368421052632
Chill Factor,R,1999,11.23,"Action,Adventure,Comedy",102,5.2,9120.0,34.0,-66.97058823529412
Chloe,R,2009,3.07,"Drama,Mystery,Romance",96,6.3,68025.0,13.0,-76.38461538461539
Chocolat,PG-13,2000,71.51,"Drama,Romance",121,7.2,174684.0,25.0,186.04000000000002
Choke,R,2001,22.810000000000002,Thriller,89,4.1,48903.0,3.4,-100.0
Choke,R,2008,2.93,"Comedy,Drama",92,6.4,31175.0,3.4,-13.823529411764698
Christmas with the Kranks,PG,2004,73.78,"Comedy,Family",99,5.4,40872.0,50.0,47.56
Christopher Robin,PG,2018,99.22,"Comedy,Drama,Family",104,7.3,65120.0,75.0,32.29333333333333
Chronicle,PG-13,2012,64.58,"Drama,Sci-Fi,Thriller",84,7.0,236569.0,12.0,438.1666666666667
Churchill,PG,2015,22.810000000000002,Biography,65,6.1,48903.0,10.0,-100.0
Cinderella,G,1997,22.810000000000002,"Family,Fantasy,Musical",88,6.6,48903.0,95.0,-100.0
Cinderella,G,1997,22.810000000000002,"Family,Fantasy,Musical",88,6.6,48903.0,2.9,-100.0
Cinderella,G,1990,22.810000000000002,"Animation,Short,Family",26,6.0,48903.0,95.0,-100.0
Cinderella,G,1990,22.810000000000002,"Animation,Short,Family",26,6.0,48903.0,2.9,-100.0
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,154539.0,95.0,111.73684210526315
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,154539.0,2.9,6836.206896551724
Cinderella Man,PG-13,2005,61.65,"Biography,Drama,History",144,8.0,172865.0,88.0,-29.94318181818182
Circumstance,R,2011,0.44,Drama,107,5.8,7229.0,0.9,-51.11111111111111
Cirque du Freak: The Vampire's Assistant,PG-13,2009,14.05,"Action,Adventure,Fantasy",109,5.8,42528.0,40.0,-64.875
Cirque du Soleil: Worlds Away,PG,2012,12.5,Fantasy,91,6.8,7811.0,25.0,-50.0
City Hall,R,1996,20.2,"Drama,Thriller",111,6.2,19234.0,40.0,-49.5
City Island,PG-13,2009,6.67,"Comedy,Drama",104,7.4,30266.0,6.0,11.166666666666664
City by the Sea,R,2002,22.43,"Crime,Drama,Mystery",108,6.1,23886.0,40.0,-43.925000000000004
City of Angels,PG-13,1998,78.69,"Drama,Fantasy,Romance",114,6.7,111425.0,55.0,43.07272727272727
City of Ember,PG,2008,7.87,"Adventure,Family,Fantasy",90,6.5,61852.0,38.0,-79.28947368421052
City of Ghosts,R,2002,0.04,"Crime,Drama,Thriller",116,6.0,4920.0,17.5,-99.77142857142857
City of Ghosts,R,2017,0.13,"Documentary,War",92,7.4,3331.0,17.5,-99.25714285714287
Civil Brand,R,2002,0.24,"Drama,Thriller,Crime",95,5.2,681.0,0.5,-52.0
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,266143.0,125.0,30.568000000000005
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,266143.0,15.0,988.0666666666666
Clay Pigeons,R,1998,1.79,"Comedy,Crime",104,6.6,10507.0,8.0,-77.625
Clear and Present Danger,PG-13,1994,122.19,"Action,Crime,Drama",141,6.9,87010.0,62.0,97.08064516129032
Clerks,R,1994,3.15,Comedy,92,7.7,208593.0,0.027,11566.666666666666
Clerks,R,2000–2001,22.810000000000002,"Animation,Comedy",22,7.4,48903.0,0.027,-100.0
Clerks II,R,2006,24.14,Comedy,97,7.3,128544.0,5.0,382.8
Click,PG-13,2006,137.36,"Comedy,Drama,Fantasy",107,6.4,298908.0,82.5,66.49696969696971
Cliffhanger,R,1993,84.05,"Action,Adventure,Thriller",113,6.4,116953.0,65.0,29.3076923076923
Clockstoppers,PG,2002,36.99,"Action,Adventure,Comedy",94,5.2,13181.0,26.0,42.269230769230774
Clockwatchers,PG-13,1997,0.44,"Comedy,Drama",96,6.5,4490.0,2.0,-78.0
Closer,R,2004,33.99,"Drama,Romance",104,7.2,198981.0,35.0,-2.88571428571428
Cloud Atlas,R,2012,27.11,"Action,Drama,Mystery",172,7.4,338842.0,102.0,-73.42156862745098
Cloudy with a Chance of Meatballs,PG,2009,124.87,"Animation,Adventure,Comedy",90,6.9,198906.0,100.0,24.870000000000005
Cloverfield,PG-13,2008,80.05,"Action,Adventure,Horror",85,7.0,366189.0,25.0,220.2
Club Dread,R,2004,4.99,"Comedy,Horror,Mystery",104,5.7,27819.0,8.5,-41.29411764705882
Clueless,PG-13,1995,56.63,"Comedy,Romance",97,6.8,174858.0,13.7,313.3576642335767
Coach Carter,PG-13,2005,67.26,"Biography,Drama,Sport",136,7.3,122536.0,45.0,49.466666666666676
Coco,PG,2017,209.73,"Animation,Adventure,Family",105,8.4,346411.0,175.0,19.84571428571428
Code Name: The Cleaner,PG-13,2007,8.1,"Action,Comedy,Crime",84,4.6,11145.0,20.0,-59.5
Code of Honor,R,2016,22.810000000000002,"Action,Crime,Thriller",106,4.2,48903.0,8.0,-100.0
Cold Mountain,R,2003,95.64,"Adventure,Drama,History",154,7.2,137492.0,80.0,19.55
Cold Pursuit,R,2019,32.14,"Action,Crime,Drama",119,6.2,52870.0,60.0,-46.43333333333333
Collateral,R,2004,101.01,"Crime,Drama,Thriller",120,7.5,350439.0,60.0,68.35000000000001
Collateral Beauty,PG-13,2016,31.02,"Drama,Romance",97,6.8,88167.0,36.0,-13.833333333333334
Collateral Damage,R,2002,40.08,"Action,Drama,Thriller",108,5.5,70852.0,85.0,-52.847058823529416
College,R,2008,4.69,Comedy,94,4.6,11996.0,6.0,-21.83333333333333
Collide,PG-13,2016,2.28,"Action,Crime,Thriller",99,5.7,14547.0,29.2,-92.1917808219178
Colombiana,PG-13,2011,36.67,"Action,Drama,Thriller",108,6.4,91996.0,40.0,-8.324999999999996
Come Early Morning,R,2006,0.12,"Drama,Romance",97,6.1,2554.0,6.0,-98.0
Company Man,PG-13,2000,0.15,Comedy,86,5.4,1954.0,12.0,-98.75
Compliance,R,2012,0.32,"Crime,Drama,Horror",90,6.4,30377.0,0.27,18.518518518518512
Con Air,R,1997,101.12,"Action,Crime,Thriller",115,6.9,269992.0,80.0,26.400000000000006
Conan the Barbarian,R,2011,21.3,"Action,Adventure,Fantasy",113,5.2,93923.0,90.0,-76.33333333333334
Conan the Barbarian,R,2011,21.3,"Action,Adventure,Fantasy",113,5.2,93923.0,20.0,6.500000000000003
Concussion,R,2013,0.04,Drama,96,5.6,4117.0,35.0,-99.88571428571429
Concussion,PG-13,2015,34.54,"Biography,Drama,Sport",123,7.1,83626.0,35.0,-1.3142857142857167
Confessions of a Dangerous Mind,R,2002,16.0,"Biography,Comedy,Crime",113,7.0,81799.0,29.0,-44.827586206896555
Confessions of a Teenage Drama Queen,PG,2004,29.33,"Comedy,Family,Music",89,4.6,26963.0,15.0,95.53333333333333
Confidence,R,2003,12.21,"Crime,Thriller",97,6.7,32902.0,15.0,-18.599999999999994
Congo,PG-13,1995,81.02,"Action,Adventure,Mystery",109,5.3,41269.0,50.0,62.03999999999999
Conspiracy Theory,R,1997,75.98,"Action,Mystery,Thriller",135,6.7,91691.0,80.0,-5.024999999999995
Constantine,R,2005,75.98,"Action,Fantasy,Horror",121,7.0,297120.0,75.0,1.306666666666672
Contact,PG,1997,100.92,"Drama,Mystery,Sci-Fi",150,7.4,247694.0,90.0,12.133333333333335
Contagion,PG-13,2002,22.810000000000002,"Drama,Sci-Fi",95,4.0,48903.0,60.0,-100.0
Contagion,PG-13,2011,75.66,"Action,Drama,Thriller",106,6.7,271638.0,60.0,26.099999999999994
Contraband,R,2012,66.53,"Action,Crime,Drama",109,6.5,114978.0,25.0,166.12
Control,R,2004,22.810000000000002,"Action,Crime,Thriller",104,6.2,48903.0,6.4,-100.0
Control,R,2007,0.87,"Biography,Drama,Music",122,7.7,60431.0,6.4,-86.40625
Conversations with Other Women,R,2005,0.37,"Comedy,Drama,Romance",84,7.0,11846.0,0.45,-17.777777777777782
Conviction,R,2002,22.810000000000002,"Drama,Thriller",99,6.4,48903.0,12.5,-100.0
Conviction,R,2010,6.78,"Biography,Crime,Drama",107,7.2,41454.0,12.5,-45.76
Cool Runnings,PG,1993,68.86,"Adventure,Comedy,Family",98,7.0,89919.0,14.0,391.85714285714283
Cop Car,R,2015,0.13,"Crime,Thriller",88,6.3,29438.0,5.0,-97.39999999999999
Cop Land,R,1997,44.89,"Crime,Drama,Thriller",105,6.9,84102.0,15.0,199.26666666666668
Cop Out,R,2010,44.88,"Action,Comedy,Crime",107,5.6,84373.0,37.0,21.297297297297305
Copycat,R,1995,32.05,"Drama,Mystery,Thriller",123,6.6,52592.0,20.0,60.24999999999998
Copying Beethoven,PG-13,2006,0.35,"Biography,Drama,Music",104,6.8,12801.0,11.0,-96.81818181818183
Coraline,PG,2009,75.29,"Animation,Drama,Family",100,7.7,189540.0,60.0,25.48333333333334
Corky Romano,PG-13,2001,23.98,"Comedy,Crime",86,4.7,12339.0,11.0,118.0
Corpse Bride,PG,2005,53.36,"Animation,Drama,Family",77,7.3,236162.0,30.0,77.86666666666666
Country Strong,PG-13,2010,20.22,"Drama,Music",117,6.3,16947.0,15.0,34.79999999999999
Couples Retreat,PG-13,2009,109.21,Comedy,113,5.5,99636.0,60.0,82.01666666666667
Courage Under Fire,R,1996,59.03,"Action,Drama,Mystery",116,6.6,49111.0,46.0,28.32608695652174
Courageous,PG-13,2011,34.52,"Drama,Fantasy",129,7.0,18694.0,2.0,1626.0000000000002
Coyote Ugly,PG-13,2000,60.79,"Comedy,Drama,Music",100,5.7,104765.0,45.0,35.08888888888889
Cradle 2 the Grave,R,2003,34.6,"Action,Crime,Drama",101,5.8,40705.0,25.0,38.400000000000006
Cradle Will Rock,R,1999,2.9,Drama,132,6.8,8694.0,32.0,-90.9375
Crank,R,2006,27.83,"Action,Crime,Thriller",88,6.9,230205.0,12.0,131.91666666666666
Crash,R,2004,54.58,"Crime,Drama,Thriller",112,7.7,413923.0,10.0,445.8
Crash,R,2004,54.58,"Crime,Drama,Thriller",112,7.7,413923.0,7.303082,647.3557054405248
Crawl,R,2019,39.01,"Drama,Horror,Thriller",87,6.2,58988.0,17.0,129.47058823529412
Crazy Heart,R,2009,39.46,"Drama,Music,Romance",112,7.2,82580.0,8.5,364.2352941176471
Crazy Rich Asians,PG-13,2018,174.53,"Comedy,Drama,Romance",120,6.9,130255.0,30.0,481.76666666666665
Crazy in Alabama,PG-13,1999,1.95,"Comedy,Crime,Drama",111,6.2,6566.0,15.0,-87.0
"Crazy, Stupid, Love",PG-13,2011,84.35,"Comedy,Drama,Romance",118,7.4,460427.0,50.0,68.69999999999999
Creative Control,R,2015,0.06,"Drama,Sci-Fi",97,5.4,2049.0,1.0,-94.0
Creed,PG-13,2015,109.77,"Drama,Sport",133,7.6,240480.0,37.0,196.67567567567565
Creed II,PG-13,2018,115.72,"Drama,Sport",130,7.1,98081.0,50.0,131.44
Criminal,R,2004,14.69,"Comedy,Crime,Drama",87,6.4,9904.0,31.5,-53.36507936507937
Criminal,R,2016,14.27,"Action,Sci-Fi,Thriller",113,6.3,57254.0,31.5,-54.6984126984127
Crimson Peak,R,2015,31.09,"Drama,Fantasy,Horror",119,6.5,126248.0,55.0,-43.472727272727276
Crimson Tide,R,1995,91.4,"Action,Drama,Thriller",116,7.3,98498.0,55.0,66.1818181818182
Critical Care,R,1997,0.14,"Comedy,Drama",107,5.9,1762.0,12.0,-98.83333333333333
Crocodile Dundee in Los Angeles,PG,2001,25.64,"Action,Adventure,Comedy",92,4.8,23112.0,25.0,2.5600000000000023
Crooklyn,PG-13,1994,13.64,"Comedy,Drama",115,7.0,8956.0,14.0,-2.571428571428567
Cruel Intentions,R,1999,38.33,"Drama,Romance",97,6.8,175583.0,11.0,248.45454545454544
Cry Wolf,PG-13,2005,10.05,"Drama,Horror,Mystery",90,5.8,25653.0,1.0,905.0000000000001
Curious George,G,2006,58.64,"Animation,Adventure,Comedy",87,6.5,15166.0,50.0,17.28
Cursed,PG-13,2005,19.3,"Comedy,Horror",97,5.0,29946.0,35.0,-44.857142857142854
Cutthroat Island,PG-13,1995,10.02,"Action,Adventure,Comedy",124,5.7,25435.0,92.0,-89.10869565217392
Cyrus,R,2010,7.46,"Comedy,Drama,Romance",91,6.3,33335.0,7.0,6.571428571428571
Eye See You,R,2002,0.08,"Crime,Thriller",96,5.3,23830.0,55.0,-99.85454545454546
D.E.B.S.,PG-13,2004,0.1,"Action,Comedy,Romance",91,5.3,14507.0,3.5,-97.14285714285714
DOA: Dead or Alive,PG-13,2006,0.48,"Action,Adventure,Mystery",87,4.8,42693.0,30.0,-98.4
Daddy Day Care,PG,2003,104.3,"Comedy,Family",92,5.6,62288.0,60.0,73.83333333333333
Daisy Winters,PG-13,2017,0.18,Drama,90,6.2,192.0,4.5,-96.00000000000001
Dallas Buyers Club,R,2013,27.3,"Biography,Drama",117,8.0,427540.0,5.0,446.0
Damsels in Distress,PG-13,2011,1.01,"Comedy,Drama,Romance",99,5.7,9069.0,3.0,-66.33333333333333
Dancer in the Dark,R,2000,4.18,"Crime,Drama,Musical",140,8.0,99499.0,12.5,-66.56
"Dancer, Texas Pop. 81",PG,1998,0.57,"Comedy,Drama,Family",97,6.6,2296.0,2.3,-75.21739130434784
Dances with Wolves,PG-13,1990,184.21,"Adventure,Drama,Western",181,8.0,233805.0,19.0,869.5263157894738
Danny Collins,R,2015,5.35,"Biography,Comedy,Drama",106,7.0,29364.0,10.0,-46.5
Dante's Peak,PG-13,1997,67.13,"Action,Adventure,Thriller",108,5.9,79185.0,115.0,-41.62608695652174
Daredevil,PG-13,2003,102.54,"Action,Crime",103,5.3,203639.0,80.0,28.175000000000004
Dark Blue,R,2002,9.06,"Crime,Drama,Thriller",118,6.6,20161.0,15.0,-39.599999999999994
Dark Shadows,PG-13,2012,79.73,"Comedy,Fantasy,Horror",113,6.2,241811.0,150.0,-46.846666666666664
Dark Skies,PG-13,2013,17.41,"Horror,Sci-Fi,Thriller",97,6.3,69000.0,3.5,397.42857142857144
Dark Water,PG-13,2005,25.47,"Drama,Horror,Mystery",105,5.6,58851.0,60.0,-57.550000000000004
Darkest Hour,PG-13,2017,56.47,"Biography,Drama,Family",125,7.4,163598.0,30.0,88.23333333333333
Darkness,PG-13,2002,22.16,Horror,88,5.5,18554.0,10.6,109.0566037735849
Darkness Falls,PG-13,2003,32.55,"Fantasy,Horror,Mystery",86,5.0,29722.0,7.0,364.99999999999994
Darling Companion,PG-13,2012,0.79,"Comedy,Drama,Romance",103,5.1,3241.0,12.0,-93.41666666666667
Date Night,PG-13,2010,98.71,"Comedy,Crime,Romance",88,6.3,149886.0,55.0,79.47272727272725
Dave Chappelle's Block Party,R,2005,11.69,"Documentary,Comedy,Music",103,7.2,8713.0,3.0,289.66666666666663
Dawn of the Dead,R,2004,59.02,"Action,Horror",101,7.3,229613.0,28.0,110.78571428571429
Dawn of the Dead,R,2004,59.02,"Action,Horror",101,7.3,229613.0,1.5,3834.666666666667
Dawn of the Planet of the Apes,PG-13,2014,208.55,"Action,Adventure,Drama",130,7.6,405209.0,170.0,22.6764705882353
Day of the Dead,R,2008,22.810000000000002,"Action,Horror,Thriller",86,4.5,48903.0,18.0,-100.0
Day of the Dead,R,2008,22.810000000000002,"Action,Horror,Thriller",86,4.5,48903.0,3.5,-100.0
Daybreakers,R,2009,30.1,"Action,Fantasy,Horror",98,6.4,120482.0,20.0,50.500000000000014
Daylight,PG-13,1996,33.02,"Action,Adventure,Drama",114,5.9,64719.0,80.0,-58.724999999999994
Days of Thunder,PG-13,1990,82.67,"Action,Drama,Sport",107,6.0,76858.0,60.0,37.78333333333334
Dazed and Confused,R,1993,7.99,Comedy,102,7.6,160033.0,6.9,15.797101449275358
De-Lovely,PG-13,2004,13.34,"Biography,Drama,Music",125,6.6,10713.0,15.0,-11.066666666666668
Dead Like Me: Life After Death,R,2009,22.810000000000002,"Comedy,Drama,Fantasy",87,6.1,48903.0,5.0,-100.0
Dead Man Down,R,2013,10.88,"Action,Crime,Drama",118,6.5,63020.0,30.0,-63.73333333333332
Dead Man Walking,R,1995,39.39,"Crime,Drama",122,7.5,86651.0,11.0,258.0909090909091
Dead Man on Campus,R,1998,15.06,Comedy,96,6.1,13308.0,14.0,7.571428571428575
Dead Silence,R,1997,22.810000000000002,"Action,Drama,Thriller",105,6.1,48903.0,20.0,-100.0
Dead Silence,R,1991,22.810000000000002,Comedy,95,6.1,48903.0,20.0,-100.0
Dead Silence,R,2007,16.81,"Horror,Mystery,Thriller",89,6.2,82961.0,20.0,-15.950000000000006
Deadfall,R,1993,0.02,"Crime,Drama",98,4.0,2826.0,6.0,-99.66666666666667
Deadfall,R,2012,0.07,"Crime,Drama,Thriller",95,6.3,37496.0,6.0,-98.83333333333333
Deadline,R,2009,22.810000000000002,"Drama,Horror,Thriller",85,4.6,48903.0,1.8,-100.0
Deadline,PG-13,2012,22.810000000000002,"Drama,Mystery,Thriller",95,4.7,48903.0,1.8,-100.0
Deadpool,R,2016,363.07,"Action,Adventure,Comedy",108,8.0,877025.0,58.0,525.9827586206897
Deadpool 2,R,2018,324.59,"Action,Adventure,Comedy",119,7.7,456034.0,110.0,195.08181818181816
Dear John,PG-13,2010,80.01,"Drama,Romance,War",108,6.3,135588.0,25.0,220.04000000000002
Dear White People,R,2014,4.4,"Comedy,Drama,Romance",108,6.1,23989.0,1.25,252.00000000000006
Death Becomes Her,PG-13,1992,58.42,"Comedy,Fantasy,Horror",104,6.6,99860.0,55.0,6.218181818181821
Death Calls,R,2010,22.810000000000002,"Action,Adventure,Mystery",90,4.6,48903.0,0.29,-100.0
Death Race,R,2008,36.32,"Action,Sci-Fi,Thriller",105,6.4,194816.0,65.0,-44.12307692307692
Death Sentence,R,2007,9.53,"Action,Crime,Drama",105,6.8,67932.0,20.0,-52.35000000000001
Death Wish,R,2018,34.02,"Action,Crime,Drama",107,6.4,60543.0,30.0,13.40000000000001
Death at a Funeral,R,2007,8.58,Comedy,90,7.4,107318.0,21.0,-59.14285714285714
Death at a Funeral,R,2007,8.58,Comedy,90,7.4,107318.0,20.0,-57.099999999999994
Death at a Funeral,R,2010,42.74,Comedy,92,5.7,45872.0,21.0,103.52380952380953
