Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Justice League,PG-13,2017,229.02,"Action,Adventure,Fantasy",120,6.4,367626.0,300.0,-23.659999999999997
Juwanna Mann,PG-13,2002,13.57,"Comedy,Drama,Romance",91,4.6,6235.0,15.6,-13.012820512820507
K-19: The Widowmaker,PG-13,2002,35.17,"Drama,History,Thriller",138,6.7,58337.0,90.0,-60.922222222222224
K-PAX,PG-13,2001,50.34,"Drama,Mystery,Sci-Fi",120,7.4,172653.0,48.0,4.875000000000007
Kangaroo Jack,PG,2003,66.93,"Action,Adventure,Comedy",89,4.4,28811.0,60.0,11.550000000000011
Kansas City,R,1996,1.35,"Crime,Drama,Music",116,6.4,4250.0,19.0,-92.89473684210525
Katy Perry: Part of Me,PG,2012,25.24,"Documentary,Music",93,5.9,13245.0,12.0,110.33333333333333
Keanu,R,2016,20.57,"Action,Comedy,Crime",100,6.2,44562.0,15.0,37.13333333333333
Keeping Up with the Steins,PG-13,2006,4.33,Comedy,90,5.3,3008.0,5.0,-13.399999999999999
Keeping the Faith,PG-13,2000,37.05,"Comedy,Drama,Romance",128,6.3,49186.0,29.0,27.75862068965516
Kevin Hart: Laugh at My Pain,R,2011,7.71,"Documentary,Comedy",89,7.4,5559.0,0.75,927.9999999999999
Kevin Hart: Let Me Explain,R,2013,32.24,"Documentary,Comedy",75,6.8,8344.0,2.5,1189.6000000000001
Kick-Ass,R,2010,48.07,"Action,Comedy,Crime",117,7.6,516084.0,28.0,71.67857142857143
Kick-Ass 2,R,2013,28.8,"Action,Comedy,Crime",103,6.5,249976.0,28.0,2.85714285714286
Kicking and Screaming,R,1995,0.7,"Comedy,Drama,Romance",96,6.8,10907.0,45.0,-98.44444444444443
Kicks,R,2016,0.15,"Adventure,Drama",80,6.4,4050.0,10.0,-98.5
Kidnap,R,2017,30.72,"Action,Crime,Drama",95,5.9,32533.0,21.0,46.28571428571428
Kids,Unrated,1995,7.42,Drama,91,7.1,71320.0,1.5,394.6666666666667
Kill the Irishman,R,2011,1.19,"Biography,Crime,Drama",106,7.1,44463.0,12.0,-90.08333333333334
Kill the Messenger,R,2014,2.45,"Biography,Crime,Drama",112,6.9,43391.0,5.0,-51.0
Killer Joe,R,2011,1.99,"Crime,Drama,Thriller",102,6.7,71161.0,10.0,-80.1
Killers,PG-13,2010,47.06,"Action,Comedy,Romance",100,5.5,85597.0,75.0,-37.25333333333333
Killing Them Softly,R,2012,15.03,"Crime,Drama,Thriller",97,6.2,130480.0,15.0,0.19999999999999576
Killing Zoe,R,1993,0.42,"Crime,Thriller",96,6.5,19395.0,1.5,-72.00000000000001
Kin,PG-13,2018,5.72,"Action,Adventure,Crime",102,5.8,12962.0,30.0,-80.93333333333334
Kindergarten Cop,PG-13,1990,91.46,"Comedy,Crime",111,6.1,132591.0,26.0,251.76923076923075
King Arthur,PG-13,2004,51.88,"Action,Adventure,Drama",126,6.3,157145.0,90.0,-42.355555555555554
King Arthur: Legend of the Sword,PG-13,2017,39.18,"Action,Adventure,Drama",126,6.7,185610.0,175.0,-77.61142857142856
King Kong,PG-13,2005,218.08,"Action,Adventure,Drama",187,7.2,382911.0,207.0,5.352657004830924
King Kong,PG-13,2005,218.08,"Action,Adventure,Drama",187,7.2,382911.0,23.0,848.1739130434784
King Kong,PG-13,2005,218.08,"Action,Adventure,Drama",187,7.2,382911.0,0.672,32352.38095238095
King of California,PG-13,2007,0.26,"Comedy,Drama",93,6.6,21841.0,10.0,-97.39999999999999
King's Ransom,PG-13,2005,4.01,"Comedy,Crime",95,4.4,3564.0,25.0,-83.96000000000001
Kingdom Come,PG,2001,23.25,"Comedy,Drama,Family",94,5.6,2034.0,7.0,232.14285714285717
Kingdom of Heaven,R,2005,47.4,"Action,Adventure,Drama",144,7.2,261504.0,110.0,-56.90909090909091
Kingpin,PG-13,1996,24.94,"Comedy,Sport",114,6.9,75554.0,25.0,-0.2399999999999949
Kingpin,R,2003,22.810000000000002,"Action,Crime,Drama",60,7.6,48903.0,25.0,-100.0
Kingsman: The Golden Circle,R,2017,100.23,"Action,Adventure,Comedy",141,6.7,259485.0,104.0,-3.6249999999999964
Kingsman: The Secret Service,R,2014,128.26,"Action,Adventure,Comedy",129,7.7,576485.0,94.0,36.44680851063829
Kinsey,R,2004,10.21,"Biography,Drama,Romance",118,7.0,46930.0,11.0,-7.181818181818174
Kiss of Death,R,1995,14.94,"Action,Crime,Thriller",101,5.9,16612.0,40.0,-62.650000000000006
Kiss of the Dragon,R,2001,36.85,"Action,Crime,Drama",98,6.6,59953.0,25.0,47.400000000000006
Kiss the Bride,R,2002,22.810000000000002,"Comedy,Drama,Romance",89,5.4,48903.0,0.5,-100.0
Kiss the Bride,R,2007,0.03,"Comedy,Romance",100,5.6,1504.0,0.5,-94.0
Kiss the Bride,PG-13,2010,22.810000000000002,Drama,80,4.7,48903.0,0.5,-100.0
Kiss the Girls,R,1997,60.53,"Crime,Drama,Mystery",115,6.6,63924.0,27.0,124.1851851851852
Kissing Jessica Stein,R,2001,7.02,"Comedy,Drama,Romance",97,6.4,15710.0,1.5,368.0
Kit Kittredge: An American Girl,G,2008,17.66,"Comedy,Drama,Family",101,6.5,5520.0,10.0,76.6
Knight and Day,PG-13,2010,76.42,"Action,Adventure,Comedy",109,6.3,176544.0,117.0,-34.68376068376068
Knock Knock,R,2015,0.04,"Drama,Thriller",99,4.9,75976.0,2.0,-98.0
Knock Off,R,1998,10.08,"Action,Crime,Thriller",91,4.9,13619.0,35.0,-71.2
Knockaround Guys,R,2001,11.63,"Crime,Drama,Thriller",92,6.1,22222.0,15.0,-22.46666666666666
Knocked Up,R,2007,148.73,"Comedy,Romance",129,6.9,344168.0,27.5,440.8363636363636
Knowing,PG-13,2009,79.96,"Action,Drama,Mystery",121,6.2,216873.0,50.0,59.91999999999999
Knowing,G,2010,22.810000000000002,"Short,Drama,Family",24,6.1,48903.0,50.0,-100.0
Konferenz der Tiere,PG,2010,22.810000000000002,"Animation,Adventure,Comedy",93,4.9,48903.0,30.0,-100.0
Kong: Skull Island,PG-13,2017,168.05,"Action,Adventure,Fantasy",118,6.6,260179.0,185.0,-9.162162162162156
Krampus,PG-13,2015,42.59,"Comedy,Drama,Fantasy",98,6.1,59938.0,15.0,183.93333333333334
Krisha,R,2015,0.14,Drama,83,7.2,7224.0,0.03,366.66666666666674
Kubo and the Two Strings,PG,2016,48.02,"Animation,Action,Adventure",101,7.8,114270.0,55.0,-12.690909090909086
Kundun,PG-13,1997,5.53,"Biography,Drama,History",134,7.0,25609.0,28.0,-80.25
Kung Fu Panda,PG,2008,215.43,"Animation,Action,Adventure",92,7.5,407191.0,130.0,65.71538461538462
Kung Fu Panda 2,PG,2011,165.25,"Animation,Action,Adventure",90,7.2,245566.0,150.0,10.166666666666666
Kung Fu Panda 3,PG,2016,143.53,"Animation,Action,Adventure",95,7.1,128649.0,140.0,2.5214285714285722
Kung Pow: Enter the Fist,PG-13,2002,16.03,"Action,Comedy",81,6.2,42883.0,10.0,60.30000000000001
Kung Fu Hustle,R,2004,17.11,"Action,Comedy,Fantasy",99,7.7,124026.0,20.0,-14.450000000000001
L.A. Confidential,R,1997,64.62,"Crime,Drama,Mystery",138,8.2,518910.0,35.0,84.62857142857145
L.I.E.,R,2001,1.14,"Crime,Drama",97,7.1,9427.0,0.7,62.857142857142854
LBJ,R,2016,2.47,"Biography,Drama,History",98,6.5,5425.0,20.0,-87.65
LOL,PG-13,2012,0.05,"Comedy,Drama,Romance",97,4.4,53096.0,11.0,-99.54545454545453
La La Land,PG-13,2016,151.1,"Comedy,Drama,Music",128,8.0,483786.0,20.0,655.5
Labor Day,PG-13,2013,13.36,"Drama,Romance,Thriller",111,6.9,41485.0,18.0,-25.777777777777782
Ladder 49,PG-13,2004,74.54,"Action,Drama,Thriller",115,6.5,54179.0,60.0,24.23333333333334
Lady Bird,R,2017,48.96,"Comedy,Drama",94,7.4,225052.0,10.0,389.59999999999997
Lady in the Water,PG-13,2006,42.29,"Drama,Fantasy,Mystery",110,5.5,93479.0,75.0,-43.61333333333333
Lake Placid,R,1999,31.77,"Action,Comedy,Horror",82,5.7,53457.0,27.0,17.666666666666664
Lakeview Terrace,PG-13,2008,39.26,"Crime,Drama,Thriller",110,6.1,47949.0,20.0,96.29999999999998
Land of the Lost,PG-13,2009,49.44,"Action,Adventure,Comedy",102,5.3,64248.0,100.0,-50.56
Lara Croft: Tomb Raider,PG-13,2001,131.14,"Action,Adventure,Fantasy",100,5.8,194397.0,94.0,39.510638297872326
Larry Crowne,PG-13,2011,35.61,"Comedy,Drama,Romance",98,6.1,62048.0,30.0,18.699999999999996
Lars and the Real Girl,PG-13,2007,5.97,"Comedy,Drama,Romance",106,7.3,135974.0,12.5,-52.239999999999995
Last Action Hero,PG-13,1993,50.02,"Action,Adventure,Comedy",130,6.4,133211.0,85.0,-41.152941176470584
Last Holiday,PG-13,2006,38.36,"Comedy,Romance",112,6.4,27722.0,45.0,-14.755555555555558
Once Upon a Time in Queens,R,2013,22.810000000000002,"Comedy,Drama",98,6.0,48903.0,1.5,-100.0
Last Man Standing,R,1996,17.6,"Action,Crime,Drama",101,6.4,52340.0,67.0,-73.73134328358208
Last Man Standing,R,1995,22.810000000000002,"Action,Drama",96,5.6,48903.0,67.0,-100.0
Last Vegas,PG-13,2013,63.91,"Comedy,Drama",105,6.6,125739.0,28.0,128.25
Late Night,R,2019,15.5,"Comedy,Drama",102,6.5,24736.0,4.0,287.5
Latter Days,R,2003,0.82,"Comedy,Drama,Romance",107,7.0,16707.0,0.85,-3.529411764705886
Law Abiding Citizen,R,2009,73.34,"Action,Crime,Drama",109,7.4,265367.0,53.0,38.377358490566046
Lawless,R,2012,37.4,"Crime,Drama",116,7.3,223416.0,26.0,43.84615384615384
Lawless,PG-13,2010,22.810000000000002,"Short,Action,Biography",6,8.8,48903.0,26.0,-100.0
Leap Year,PG,2010,25.92,"Comedy,Romance",100,6.5,91759.0,19.0,36.42105263157895
Leatherheads,PG-13,2008,31.2,"Comedy,Drama,Romance",114,6.0,30695.0,58.0,-46.20689655172414
Leaves of Grass,R,2009,0.07,"Comedy,Crime,Drama",105,6.4,26248.0,9.0,-99.22222222222223
Leaving Las Vegas,R,1995,31.97,"Drama,Romance",111,7.5,111863.0,4.0,699.25
Legally Blonde,PG-13,2001,96.52,"Comedy,Romance",96,6.3,178358.0,18.0,436.2222222222222
Legend,R,2015,1.87,"Biography,Crime,Drama",132,6.9,152461.0,25.0,-92.52
Legend,R,2015,1.87,"Biography,Crime,Drama",132,6.9,152461.0,25.0,-92.52
Legend of the Guardians: The Owls of Ga'Hoole,PG,2010,55.68,"Animation,Action,Adventure",97,6.9,76519.0,100.0,-44.32
Legends of the Fall,R,1994,66.64,"Drama,Romance,War",133,7.6,143583.0,30.0,122.13333333333334
Legion,R,2010,40.17,"Action,Fantasy,Horror",100,5.2,97341.0,26.0,54.50000000000001
The Sisters Brothers,R,2018,3.14,"Crime,Drama,Western",122,7.0,48897.0,38.0,-91.73684210526316
Let Me In,R,2010,12.13,"Drama,Fantasy,Horror",116,7.1,111419.0,20.0,-39.349999999999994
Let There Be Light,PG-13,2017,7.23,Drama,100,4.7,2381.0,3.0,141.0
Let's Go to Prison,R,2006,4.61,"Comedy,Crime",84,6.0,22922.0,4.0,15.250000000000007
Lethal Weapon 3,R,1992,144.73,"Action,Crime,Thriller",118,6.7,153839.0,35.0,313.5142857142857
Lethal Weapon 4,R,1998,130.44,"Action,Crime,Thriller",127,6.6,150406.0,140.0,-6.82857142857143
Letters from Iwo Jima,R,2006,13.76,"Action,Adventure,Drama",141,7.9,151585.0,13.0,5.846153846153845
Letters to God,PG,2010,2.85,"Drama,Family",110,6.3,4619.0,3.0,-4.9999999999999964
Letters to Juliet,PG,2010,53.03,"Adventure,Comedy,Drama",105,6.5,90142.0,30.0,76.76666666666667
Liar Liar,PG-13,1997,181.41,"Comedy,Fantasy",86,6.9,274582.0,45.0,303.1333333333333
License to Wed,PG-13,2007,43.8,"Comedy,Romance",91,5.3,37400.0,35.0,25.14285714285713
Life,R,1999,63.84,"Comedy,Crime,Drama",108,6.8,44464.0,75.0,-14.879999999999995
Life,R,1999,63.84,"Comedy,Crime,Drama",108,6.8,44464.0,58.0,10.068965517241384
Life,PG,2007,22.810000000000002,"Short,Drama",13,7.8,48903.0,75.0,-100.0
Life,PG,2007,22.810000000000002,"Short,Drama",13,7.8,48903.0,58.0,-100.0
Life,R,2015,22.810000000000002,"Biography,Drama",111,6.1,48903.0,75.0,-100.0
Life,R,2015,22.810000000000002,"Biography,Drama",111,6.1,48903.0,58.0,-100.0
Life,R,2017,30.23,"Horror,Sci-Fi,Thriller",104,6.6,200177.0,75.0,-59.69333333333333
Life,R,2017,30.23,"Horror,Sci-Fi,Thriller",104,6.6,200177.0,58.0,-47.87931034482759
Life During Wartime,R,2009,0.28,"Comedy,Drama",98,6.4,6753.0,4.5,-93.77777777777777
Life as We Know It,PG-13,2010,53.37,"Comedy,Drama,Romance",114,6.5,119683.0,38.0,40.44736842105262
Life as a House,R,2001,15.65,Drama,125,7.5,42437.0,18.0,-13.055555555555554
Life of Pi,PG,2012,124.99,"Adventure,Drama,Fantasy",127,7.9,567574.0,120.0,4.158333333333329
Life of the Party,PG-13,2018,52.86,Comedy,105,5.6,31619.0,30.0,76.2
Light It Up,R,1999,5.87,"Drama,Thriller",99,6.0,3440.0,13.0,-54.84615384615385
Light Sleeper,R,1992,1.05,"Crime,Drama",103,6.9,5642.0,5.0,-79.0
Light from the Darkroom,PG-13,2014,22.810000000000002,"Action,Drama,Thriller",90,5.9,48903.0,0.6,-100.0
Lights Out,PG-13,2016,67.27,"Drama,Horror,Mystery",81,6.3,110782.0,5.0,1245.3999999999999
Like Crazy,PG-13,2011,3.41,"Drama,Romance",86,6.7,58183.0,0.25,1264.0
Like Mike,PG,2002,51.43,"Comedy,Family,Fantasy",99,5.3,18562.0,30.0,71.43333333333334
Lilo & Stitch,PG,2002,145.79,"Animation,Adventure,Comedy",85,7.2,162557.0,80.0,82.23749999999998
Limbo,R,1999,2.0,"Adventure,Drama,Thriller",126,6.9,5684.0,8.3,-75.90361445783132
Limitless,PG-13,2011,79.25,"Sci-Fi,Thriller",105,7.4,517059.0,27.0,193.5185185185185
Lincoln,PG-13,2012,182.21,"Biography,Drama,History",150,7.3,239368.0,65.0,180.32307692307694
Lion,PG-13,2016,51.74,"Biography,Drama",118,8.0,204697.0,12.0,331.1666666666667
Lions for Lambs,R,2007,15.0,"Crime,Drama,Mystery",92,6.2,46684.0,35.0,-57.14285714285714
Little Black Book,PG-13,2004,20.42,"Comedy,Romance,Drama",107,5.3,17112.0,30.0,-31.93333333333333
Little Boy,PG-13,2015,6.42,"Drama,History,War",106,7.4,21832.0,20.0,-67.9
Little Children,R,2006,5.46,"Comedy,Drama,Romance",137,7.5,103532.0,14.0,-61.0
Little Fockers,PG-13,2010,148.38,"Comedy,Romance",98,5.5,104235.0,100.0,48.379999999999995
Little Man,PG-13,2006,58.65,"Comedy,Crime",98,4.4,49266.0,64.0,-8.359375000000002
Little Miss Sunshine,R,2006,59.89,"Comedy,Drama",101,7.8,429592.0,8.0,648.625
Little Nicky,PG-13,2000,39.46,"Comedy,Fantasy",90,5.3,95920.0,80.0,-50.675000000000004
Little Women,PG,1994,50.08,"Drama,Family,Romance",115,7.3,49772.0,15.0,233.86666666666667
Little Women,PG,2019,108.1,"Drama,Romance",135,7.9,115175.0,15.0,620.6666666666666
Little Women,PG-13,2018,1.38,"Drama,Family",112,5.1,1040.0,15.0,-90.8
Live Free or Die Hard,PG-13,2007,134.53,"Action,Thriller",128,7.1,382881.0,110.0,22.3
Live by Night,R,2016,10.38,"Action,Crime,Drama",129,6.4,50644.0,65.0,-84.03076923076924
Living Dark: The Story of Ted the Caver,PG-13,2013,22.810000000000002,"Horror,Mystery",112,5.2,48903.0,1.75,-100.0
Living Out Loud,R,1998,12.9,"Comedy,Drama,Romance",100,6.5,4470.0,12.0,7.500000000000003
The Impossible,PG-13,2012,19.02,"Drama,History,Thriller",114,7.6,191027.0,40.0,-52.449999999999996
Loaded Weapon 1,PG-13,1993,27.98,"Action,Comedy,Crime",84,6.2,43591.0,13.0,115.23076923076923
Locke,R,2013,1.36,Drama,85,7.1,130945.0,2.0,-31.999999999999996
Locker 13,R,2014,22.810000000000002,Thriller,90,4.8,289.0,0.3,-100.0
Lockout,PG-13,2012,14.33,"Action,Sci-Fi,Thriller",95,6.1,92970.0,20.0,-28.349999999999998
Logan,R,2017,226.28,"Action,Drama,Sci-Fi",137,8.1,622220.0,127.0,78.1732283464567
Logan Lucky,PG-13,2017,27.78,"Comedy,Crime,Drama",118,7.0,122469.0,29.0,-4.206896551724134
Lolita,R,1997,1.4,"Drama,Romance",137,6.9,50576.0,55.0,-97.45454545454547
Lolita,R,1997,1.4,"Drama,Romance",137,6.9,50576.0,2.0,-30.000000000000004
London,R,2005,0.01,"Drama,Romance",92,6.5,21846.0,2.0,-99.5
London Fields,R,2018,0.25,"Crime,Mystery,Thriller",118,4.3,4943.0,8.0,-96.875
London Has Fallen,R,2016,62.68,"Action,Thriller",99,5.9,140203.0,60.0,4.466666666666666
Lone Star,R,1996,13.27,"Drama,Mystery",135,7.4,27419.0,5.0,165.39999999999998
Lone Survivor,R,2013,125.1,"Action,Biography,Drama",121,7.5,260290.0,40.0,212.75
Lonesome Jim,R,2005,0.15,"Comedy,Drama",91,6.6,7533.0,0.5,-70.0
Long Shot,R,2019,30.32,"Comedy,Romance",125,6.8,85572.0,40.0,-24.2
Looney Tunes: Back in Action,PG,2003,20.99,"Animation,Adventure,Comedy",91,5.7,32269.0,80.0,-73.7625
Looper,R,2012,66.49,"Action,Drama,Sci-Fi",113,7.4,523924.0,30.0,121.63333333333333
Lord of War,R,2005,24.15,"Action,Crime,Drama",122,7.6,288777.0,42.0,-42.50000000000001
Loser,R,1996,0.23,Drama,80,5.0,152.0,20.0,-98.85
Loser,PG-13,2000,15.62,"Comedy,Romance",98,5.3,26203.0,20.0,-21.900000000000002
Lost River,R,2014,0.04,"Drama,Fantasy,Mystery",95,5.8,16696.0,2.0,-98.0
Lost Souls,R,2000,16.78,"Drama,Horror,Thriller",97,4.8,10292.0,28.0,-40.07142857142857
Lost Souls,TV-PG,1998,22.810000000000002,"Drama,Fantasy,Mystery",90,5.3,48903.0,28.0,-100.0
Lost in Translation,R,2003,44.59,"Comedy,Drama",102,7.7,399973.0,4.0,1014.7500000000001
Lottery Ticket,PG-13,2010,24.71,Comedy,99,5.0,10340.0,17.0,45.352941176470594
Love Actually,R,2003,59.7,"Comedy,Drama,Romance",135,7.6,414126.0,45.0,32.66666666666667
Love Happens,PG-13,2009,22.93,"Drama,Romance",109,5.7,30410.0,18.0,27.388888888888886
Love Jones,R,1997,12.51,"Drama,Romance",104,7.5,3764.0,10.0,25.1
Love Liza,R,2002,0.21,"Comedy,Drama",90,7.0,7144.0,1.0,-79.0
Love Ranch,R,2010,0.13,"Biography,Comedy,Drama",117,5.6,2899.0,25.0,-99.48
Love Stinks,R,1999,2.8,Comedy,94,5.8,4844.0,4.0,-30.000000000000004
The Other Woman,R,2009,0.02,Drama,102,6.3,18466.0,40.0,-99.94999999999999
Love in the Time of Cholera,R,2007,4.61,"Drama,Romance",139,6.4,22167.0,45.0,-89.75555555555556
Love the Coopers,PG-13,2015,26.28,"Comedy,Fantasy,Romance",107,5.8,19626.0,18.0,46.00000000000001
Love's Abiding Joy,PG,2006,0.25,"Drama,Family,Western",87,7.0,1641.0,3.0,-91.66666666666666
"Love, Simon",PG-13,2018,40.83,"Comedy,Drama,Romance",110,7.6,93416.0,10.0,308.29999999999995
"Lovely, Still",PG,2008,0.12,"Drama,Romance",92,7.1,2081.0,5.0,-97.6
Loving,PG-13,2016,7.7,"Biography,Drama,Romance",123,7.0,30474.0,9.0,-14.444444444444443
Lowriders,PG-13,2016,6.16,"Adventure,Crime,Drama",98,5.7,2151.0,0.916,572.4890829694323
Lucky Break,PG-13,2001,0.05,"Comedy,Crime,Romance",108,6.1,2101.0,6.0,-99.16666666666667
Lucky Dog,PG,2015,22.810000000000002,Family,88,5.2,48903.0,2.0,-100.0
Lucky Number Slevin,R,2006,22.49,"Crime,Drama,Mystery",110,7.7,296037.0,27.0,-16.70370370370371
Lucky Numbers,R,2000,10.01,"Comedy,Crime",105,5.0,9723.0,65.0,-84.60000000000001
Lucky You,PG-13,2007,5.76,"Drama,Romance,Sport",124,5.9,19892.0,55.0,-89.52727272727273
Lucy,R,2014,126.66,"Action,Sci-Fi,Thriller",89,6.4,431219.0,40.0,216.65
Luminarias,R,1999,0.43,"Comedy,Romance",100,5.5,547.0,1.0,-57.00000000000001
Luther,PG-13,2003,5.79,"Biography,Drama,History",123,6.6,14516.0,35.0,-83.45714285714287
MacGruber,R,2010,8.46,"Action,Comedy",90,5.5,41665.0,10.0,-15.399999999999991
Machete,R,2010,26.59,"Action,Crime,Thriller",105,6.6,187910.0,12.5,112.72
Machete Kills,R,2013,8.01,"Action,Crime,Thriller",107,5.6,73096.0,20.0,-59.95
Machine Gun Preacher,R,2011,0.54,"Action,Biography,Crime",129,6.8,62027.0,30.0,-98.2
Mad City,PG-13,1997,10.56,"Crime,Drama,Thriller",115,6.3,18885.0,50.0,-78.88
Mad Hot Ballroom,PG,2005,8.12,"Documentary,Family,Music",105,7.3,3329.0,0.5,1523.9999999999998
Mad Max: Fury Road,R,2015,154.06,"Action,Adventure,Sci-Fi",120,8.1,849402.0,150.0,2.7066666666666683
Mad Money,PG-13,2008,20.67,"Comedy,Crime,Thriller",104,5.8,20148.0,22.0,-6.045454545454538
Madagascar,PG,2005,193.6,"Animation,Adventure,Comedy",86,6.9,355752.0,75.0,158.13333333333333
Madagascar 3: Europe's Most Wanted,PG,2012,216.39,"Animation,Adventure,Comedy",93,6.8,158034.0,145.0,49.23448275862068
Madagascar: Escape 2 Africa,PG,2008,180.01,"Animation,Adventure,Comedy",89,6.6,198756.0,150.0,20.00666666666666
Made,R,2001,5.31,"Comedy,Crime,Drama",95,6.4,16945.0,5.0,6.199999999999992
Made of Honor,PG-13,2008,46.01,"Comedy,Romance",101,5.9,66229.0,40.0,15.024999999999993
Madea's Family Reunion,PG-13,2006,63.26,"Comedy,Drama,Romance",107,5.2,10419.0,10.0,532.5999999999999
Madison,PG,2001,0.51,"Drama,Sport",99,6.3,1211.0,15.5,-96.70967741935485
Maggie,PG-13,2015,0.19,"Drama,Horror",95,5.6,41121.0,4.5,-95.77777777777777
Magic Mike,R,2012,113.72,"Comedy,Drama",110,6.1,128848.0,7.0,1524.5714285714284
Magic Mike XXL,R,2015,66.01,"Comedy,Drama,Music",115,5.6,50940.0,14.5,355.2413793103449
Magnolia,R,1999,22.46,Drama,188,8.0,283240.0,37.0,-39.2972972972973
Maid in Manhattan,PG-13,2002,94.01,"Comedy,Drama,Romance",105,5.3,82471.0,55.0,70.92727272727274
Malcolm X,PG-13,1992,48.17,"Biography,Drama,History",202,7.7,82732.0,35.0,37.62857142857143
Maleficent,PG,2014,241.41,"Action,Adventure,Family",97,7.0,334845.0,180.0,34.11666666666667
Malevolence,R,1999,22.810000000000002,Drama,96,5.6,48903.0,0.2,-100.0
Malevolence,R,2004,22.810000000000002,"Crime,Horror,Mystery",90,5.1,48903.0,0.2,-100.0
Malibu's Most Wanted,PG-13,2003,34.31,"Comedy,Crime",86,5.1,18290.0,15.0,128.73333333333335
Mallrats,R,1995,2.12,"Comedy,Romance",94,7.1,114044.0,6.1,-65.24590163934427
Mamma Mia!,PG-13,2008,144.13,"Comedy,Musical,Romance",108,6.4,208883.0,52.0,177.1730769230769
Man of Steel,PG-13,2013,291.05,"Action,Adventure,Sci-Fi",143,7.0,675695.0,225.0,29.35555555555556
Man of the House,PG,1995,40.07,"Comedy,Family",96,5.2,8502.0,50.0,-19.86
Man of the House,PG-13,2005,19.7,"Comedy,Crime",100,5.4,22426.0,50.0,-60.6
Man of the Year,PG-13,2006,37.44,"Comedy,Drama,Romance",115,6.2,31432.0,20.0,87.19999999999999
Man on Fire,R,2004,77.91,"Action,Crime,Drama",146,7.7,322334.0,60.0,29.849999999999994
Man on Wire,PG-13,2008,2.96,"Documentary,Biography,History",94,7.7,51648.0,1.9,55.789473684210535
Man on a Ledge,PG-13,2012,18.62,"Action,Adventure,Crime",102,6.6,142848.0,42.0,-55.666666666666664
Man on the Moon,R,1999,34.58,"Biography,Comedy,Drama",118,7.4,121760.0,52.0,-33.5
Manchester by the Sea,R,2016,47.7,Drama,137,7.8,236405.0,8.5,461.17647058823536
Manglehorn,PG-13,2014,0.13,Drama,97,5.6,7028.0,4.0,-96.75
Margaret,R,2011,0.05,Drama,150,6.4,15612.0,14.0,-99.64285714285714
Margin Call,R,2011,5.35,"Drama,Thriller",107,7.1,113286.0,3.4,57.35294117647059
Maria Full of Grace,R,2004,6.52,"Crime,Drama",101,7.4,33583.0,3.2,103.74999999999997
Marie Antoinette,PG-13,2006,15.96,"Biography,Drama,History",123,6.4,98057.0,40.0,-60.099999999999994
Marley & Me,PG,2008,143.15,"Comedy,Drama,Family",115,7.1,143507.0,60.0,138.58333333333334
Marmaduke,PG,2010,33.64,"Comedy,Family",87,4.3,14008.0,50.0,-32.72
Married Life,PG-13,2007,1.51,"Crime,Drama,Romance",91,6.2,8940.0,12.0,-87.41666666666667
Mars Attacks!,PG-13,1996,37.77,"Comedy,Sci-Fi",106,6.3,205560.0,80.0,-52.7875
Mars Needs Moms,PG,2011,21.38,"Animation,Action,Adventure",88,5.4,20695.0,150.0,-85.74666666666667
Marshall,PG-13,2017,10.05,"Biography,Crime,Drama",118,7.2,17580.0,12.0,-16.249999999999996
Martha Marcy May Marlene,R,2011,2.98,"Drama,Mystery,Thriller",102,6.9,47621.0,1.0,198.0
Martian Child,PG,2007,7.49,"Comedy,Drama,Family",106,6.8,19727.0,27.0,-72.25925925925925
Marvin's Room,PG-13,1996,12.78,Drama,98,6.7,24947.0,23.0,-44.434782608695656
Mary Poppins Returns,PG,2018,171.96,"Comedy,Family,Fantasy",130,6.7,72385.0,130.0,32.27692307692308
Mary Queen of Scots,R,2018,16.47,"Biography,Drama,History",124,6.3,36256.0,25.0,-34.120000000000005
Mary Reilly,R,1996,5.6,"Drama,Horror,Romance",108,5.8,13791.0,47.0,-88.08510638297872
Masked and Anonymous,PG-13,2003,0.53,"Comedy,Drama,Music",112,5.4,4389.0,7.5,-92.93333333333334
Master and Commander: The Far Side of the World,PG-13,2003,93.93,"Action,Adventure,Drama",138,7.4,197311.0,135.0,-30.422222222222217
Match Point,R,2005,23.09,"Drama,Romance,Thriller",124,7.6,201946.0,15.0,53.93333333333333
Matilda,PG,1996,33.08,"Comedy,Family,Fantasy",102,6.9,122576.0,25.0,32.31999999999999
Max,PG,2015,42.65,"Adventure,Drama,Family",111,6.7,25269.0,20.0,113.24999999999999
Max Keeble's Big Move,PG,2001,17.29,"Comedy,Crime,Family",86,5.4,7253.0,12.0,44.08333333333332
Max Payne,PG-13,2008,40.69,"Action,Crime,Drama",100,5.4,120669.0,35.0,16.25714285714285
Max Steel,PG-13,2016,3.82,"Action,Adventure,Fantasy",92,4.6,17838.0,10.0,-61.8
Maximum Risk,R,1996,14.5,"Action,Romance,Thriller",101,5.5,19687.0,25.0,-42.0
May,R,2002,0.15,"Comedy,Drama,Horror",93,6.6,32378.0,1.75,-91.42857142857143
Maze Runner: The Death Cure,PG-13,2018,58.03,"Action,Adventure,Sci-Fi",143,6.2,105893.0,61.0,-4.8688524590163915
